,fighter_name,Height,Weight,Reach,Stance,DOB
300,Cole Smith,"5' 11""",135 lbs.,"67""",Orthodox,"Apr 05, 1989"
301,Colin Fletcher,"6' 2""",155 lbs.,"78""",Orthodox,"Jan 08, 1983"
302,Collin Hart,"6' 1""",185 lbs.,"76""",Orthodox,"Oct 12, 1989"
303,Colton Smith,"6' 0""",155 lbs.,"71""",Orthodox,"Aug 14, 1987"
304,Conor McGregor,"5' 9""",155 lbs.,"74""",Southpaw,"Jul 14, 1988"
305,Corey Anderson,"6' 3""",205 lbs.,"79""",Orthodox,"Sep 22, 1989"
306,Corey Hill,"6' 4""",155 lbs.,"80""",Orthodox,"Oct 03, 1978"
307,Cortney Casey,"5' 7""",115 lbs.,"67""",Orthodox,"May 05, 1987"
308,Cory Sandhagen,"5' 11""",135 lbs.,"70""",Switch,"Apr 20, 1992"
309,Costas Philippou,"5' 11""",185 lbs.,"73""",Orthodox,"Nov 29, 1979"
310,Coty Wheeler,"5' 6""",135 lbs.,"67""",Orthodox,"Oct 11, 1978"
311,Court McGee,"5' 11""",170 lbs.,"75""",Orthodox,"Dec 12, 1984"
312,Craig White,"6' 2""",170 lbs.,"76""",Orthodox,"Jul 01, 1990"
313,Cris Cyborg,"5' 8""",145 lbs.,"68""",Orthodox,"Jul 09, 1985"
314,Cristiano Marcello,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 03, 1977"
315,Cristina Stanciu,"5' 3""",115 lbs.,"64""",Orthodox,"Mar 29, 1994"
316,Cub Swanson,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 02, 1983"
317,Cung Le,"5' 9""",185 lbs.,"69""",Southpaw,"May 25, 1972"
318,Curtis Blaydes,"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991"
319,Curtis Millender,"6' 2""",170 lbs.,"76""",Orthodox,"Dec 01, 1987"
320,Cynthia Calvillo,"5' 4""",115 lbs.,"64""",Orthodox,"Jul 13, 1987"
321,Cyril Asker,"6' 0""",247 lbs.,"74""",Orthodox,"Dec 24, 1985"
322,Cyrille Diabate,"6' 6""",205 lbs.,"81""",Southpaw,"Oct 06, 1973"
323,DaMarques Johnson,"6' 1""",170 lbs.,"75""",Orthodox,"Jun 28, 1982"
324,Daichi Abe,"5' 11""",170 lbs.,"71""",Orthodox,"Nov 27, 1991"
325,Dale Hartt,"5' 10""",155 lbs.,"69""",Orthodox,"Apr 04, 1979"
326,Damacio Page,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 30, 1982"
327,Damian Grabowski,"6' 1""",241 lbs.,"75""",Orthodox,"May 12, 1980"
328,Damian Stasiak,"5' 5""",135 lbs.,"70""",Orthodox,"Feb 20, 1990"
329,Damien Brown,"5' 10""",155 lbs.,"68""",Orthodox,"Dec 25, 1984"
330,Damir Hadzovic,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 08, 1986"
331,Damon Jackson,"5' 11""",145 lbs.,"71""",Switch,"Aug 08, 1988"
332,Dan Hardy,"6' 0""",170 lbs.,"74""",Orthodox,"May 17, 1982"
333,Dan Henderson,"5' 11""",185 lbs.,"74""",Orthodox,"Aug 24, 1970"
334,Dan Hooker,"6' 0""",155 lbs.,"75""",Switch,"Feb 13, 1990"
335,Dan Ige,"5' 7""",145 lbs.,"71""",Orthodox,"Aug 06, 1991"
336,Dan Miller,"6' 1""",185 lbs.,"74""",Orthodox,"Jun 30, 1981"
337,Dan Moret,"6' 0""",155 lbs.,"73""",Southpaw,"Nov 21, 1986"
338,Daniel Cormier,"5' 11""",235 lbs.,"72""",Orthodox,"Mar 20, 1979"
339,Daniel Jolly,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 03, 1984"
340,Daniel Kelly,"6' 0""",185 lbs.,"70""",Southpaw,"Oct 31, 1977"
341,Daniel Omielanczuk,"6' 0""",247 lbs.,"74""",Southpaw,"Aug 31, 1982"
342,Daniel Pineda,"5' 7""",145 lbs.,"69""",Orthodox,"Aug 06, 1985"
343,Daniel Roberts,"5' 10""",170 lbs.,"74""",Southpaw,"Aug 05, 1980"
344,Daniel Sarafian,"5' 9""",185 lbs.,"73""",Orthodox,"Aug 21, 1982"
345,Daniel Spitz,"6' 7""",245 lbs.,"82""",Orthodox,"Jul 31, 1990"
346,Daniel Spohn,"6' 4""",205 lbs.,"79""",Southpaw,"Oct 12, 1984"
347,Daniel Teymur,"5' 5""",145 lbs.,"69""",Orthodox,"Feb 03, 1988"
348,Danielle Taylor,"5' 0""",115 lbs.,"60""",Orthodox,"Oct 25, 1989"
349,Danilo Belluardo,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 21, 1994"
350,Danny Castillo,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1979"
351,Danny Downes,"6' 0""",155 lbs.,"72""",Orthodox,"Apr 08, 1986"
352,Danny Henry,"6' 0""",145 lbs.,"73""",Orthodox,"Jul 17, 1988"
353,Danny Martinez,"5' 6""",125 lbs.,"67""",Orthodox,"Jun 14, 1985"
354,Danny Mitchell,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 08, 1986"
355,Danny Roberts,"6' 1""",170 lbs.,"74""",Southpaw,"Jul 14, 1987"
356,Darko Stosic,"6' 0""",205 lbs.,"76""",Orthodox,"Feb 09, 1992"
357,Daron Cruickshank,"5' 8""",155 lbs.,"72""",Switch,"Jun 11, 1985"
358,Darrell Horcher,"5' 10""",155 lbs.,"70""",Southpaw,"Jul 28, 1987"
359,Darrell Montague,"5' 6""",125 lbs.,"67""",Southpaw,"Nov 03, 1987"
360,Darren Elkins,"5' 10""",145 lbs.,"71""",Orthodox,"May 16, 1984"
361,Darren Stewart,"6' 0""",185 lbs.,"74""",Orthodox,"Dec 30, 1990"
362,Darren Till,"6' 0""",170 lbs.,"74""",Southpaw,"Dec 24, 1992"
363,Darren Uyenoyama,"5' 6""",125 lbs.,"64""",Orthodox,"Oct 15, 1979"
364,Dashon Johnson,"5' 7""",145 lbs.,"70""",Orthodox,"Jan 25, 1988"
365,Dave Herman,"6' 4""",242 lbs.,"76""",Orthodox,"Oct 03, 1984"
366,Dave Jansen,"5' 9""",155 lbs.,"73""",Orthodox,"Aug 21, 1979"
367,Davi Ramos,"5' 6""",155 lbs.,"70""",Orthodox,"Nov 05, 1986"
368,David Bielkheden,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 06, 1979"
369,David Branch,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 26, 1981"
370,David Heath,"5' 11""",205 lbs.,"72""",Orthodox,"Feb 10, 1976"
371,David Loiseau,"6' 0""",185 lbs.,"76""",Orthodox,"Dec 17, 1979"
372,David Michaud,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 10, 1988"
373,David Mitchell,"6' 0""",170 lbs.,"76""",Orthodox,"Oct 24, 1979"
374,David Teymur,"5' 9""",155 lbs.,"73""",Southpaw,"May 01, 1989"
375,David Zawada,"6' 0""",170 lbs.,"75""",Orthodox,"Aug 01, 1990"
376,Dean Lister,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 13, 1976"
377,Deiveson Figueiredo,"5' 5""",125 lbs.,"68""",Orthodox,"Dec 18, 1987"
378,Deividas Taurosevicius,"5' 9""",145 lbs.,"68""",Southpaw,"Aug 28, 1977"
379,Demetrious Johnson,"5' 3""",125 lbs.,"66""",Orthodox,"Aug 13, 1986"
380,Demian Maia,"6' 1""",170 lbs.,"72""",Southpaw,"Nov 06, 1977"
381,Denis Kang,"5' 11""",185 lbs.,"77""",Orthodox,"Sep 17, 1977"
382,Dennis Bermudez,"5' 6""",155 lbs.,"66""",Orthodox,"Dec 13, 1986"
383,Dennis Bryant,"6' 0""",205 lbs.,"72""",Orthodox,"Oct 18, 1985"
384,Dennis Hallman,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 02, 1975"
385,Dennis Siver,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 13, 1979"
386,Derek Brunson,"6' 1""",185 lbs.,"77""",Southpaw,"Jan 04, 1984"
387,Deron Winn,"5' 6""",185 lbs.,"70""",Orthodox,"Jun 13, 1989"
388,Derrick Krantz,"5' 10""",170 lbs.,"72""",Orthodox,"Jan 13, 1988"
389,Derrick Lewis,"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985"
390,Desmond Green,"5' 10""",155 lbs.,"73""",Southpaw,"Oct 11, 1989"
391,Devin Clark,"6' 0""",205 lbs.,"75""",Orthodox,"Apr 12, 1990"
392,Devin Powell,"6' 0""",155 lbs.,"73""",Orthodox,"Mar 01, 1988"
393,Devonte Smith,"5' 9""",155 lbs.,"76""",Orthodox,"Jul 30, 1993"
394,Dhiego Lima,"6' 2""",170 lbs.,"74""",Orthodox,"Jan 31, 1989"
395,Diego Brandao,"5' 7""",145 lbs.,"68""",Orthodox,"May 27, 1987"
396,Diego Ferreira,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 18, 1985"
397,Diego Nunes,"5' 6""",145 lbs.,"67""",Orthodox,"Nov 30, 1982"
398,Diego Rivas,"5' 8""",145 lbs.,"69""",Orthodox,"Nov 11, 1991"
399,Diego Sanchez,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981"
400,Dmitrii Smoliakov,"6' 2""",253 lbs.,"74""",Switch,"Aug 05, 1982"
401,Dmitry Sosnovskiy,"6' 3""",240 lbs.,"77""",Orthodox,"Jul 06, 1989"
402,Dom Pilarte,"6' 0""",135 lbs.,"74""",Southpaw,"Jan 05, 1990"
403,Dominic Waters,"6' 1""",170 lbs.,"79""",Orthodox,"Apr 11, 1989"
404,Dominick Cruz,"5' 8""",135 lbs.,"68""",Orthodox,"Mar 09, 1985"
405,Dominick Reyes,"6' 4""",205 lbs.,"77""",Southpaw,"Dec 26, 1989"
406,Dominique Steele,"5' 10""",170 lbs.,"74""",Orthodox,"Jan 27, 1988"
407,Don Madge,"6' 0""",155 lbs.,"72""",Southpaw,"Nov 12, 1990"
408,Don'Tale Mayes,"6' 6""",260 lbs.,"82""",Orthodox,"Jan 16, 1992"
409,Donald Cerrone,"6' 1""",155 lbs.,"73""",Orthodox,"Mar 29, 1983"
410,Dong Hyun Kim,"6' 2""",170 lbs.,"76""",Southpaw,"Nov 17, 1981"
411,Dong Hyun Ma,"5' 11""",155 lbs.,"70""",Orthodox,"Sep 09, 1988"
412,Dongi Yang,"5' 10""",185 lbs.,"71""",Southpaw,"Dec 07, 1984"
413,Dooho Choi,"5' 10""",145 lbs.,"70""",Orthodox,"Apr 10, 1991"
414,Douglas Silva de Andrade,"5' 7""",135 lbs.,"68""",Orthodox,"Jun 22, 1985"
415,Drakkar Klose,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 09, 1988"
416,Drew Dober,"5' 8""",155 lbs.,"70""",Southpaw,"Oct 19, 1988"
417,Drew Fickett,"5' 10""",155 lbs.,"70""",Orthodox,"Dec 14, 1979"
418,Drew McFedries,"6' 0""",185 lbs.,"72""",Southpaw,"Jul 27, 1978"
419,Duane Ludwig,"5' 10""",170 lbs.,"70""",Orthodox,"Aug 04, 1978"
420,Duda Santana,"5' 7""",145 lbs.,"73""",Orthodox,"Jan 10, 1996"
421,Dustin Hazelett,"6' 1""",170 lbs.,"76""",Orthodox,"Apr 29, 1986"
422,Dustin Jacoby,"6' 4""",185 lbs.,"78""",Orthodox,"Apr 04, 1988"
423,Dustin Kimura,"5' 7""",135 lbs.,"71""",Orthodox,"May 21, 1989"
424,Dustin Ortiz,"5' 5""",125 lbs.,"65""",Orthodox,"Dec 25, 1988"
425,Dustin Pague,"5' 9""",135 lbs.,"74""",Orthodox,"Aug 05, 1987"
426,Dustin Poirier,"5' 9""",155 lbs.,"72""",Southpaw,"Jan 19, 1989"
427,Dwight Grant,"6' 1""",170 lbs.,"76""",Switch,"Sep 14, 1984"
428,Dylan Andrews,"6' 1""",185 lbs.,"73""",Switch,"Nov 15, 1979"
429,Ed Herman,"6' 1""",205 lbs.,"77""",Orthodox,"Oct 02, 1980"
430,Ed Ratcliff,"5' 10""",155 lbs.,"71""",Orthodox,"Mar 05, 1983"
431,Eddie Alvarez,"5' 9""",155 lbs.,"69""",Orthodox,"Jan 11, 1984"
432,Eddie Gordon,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 22, 1983"
433,Eddie Sanchez,"6' 2""",230 lbs.,"74""",Orthodox,"Nov 04, 1982"
434,Eddie Wineland,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 26, 1984"
435,Edgar Garcia,"5' 10""",170 lbs.,"71""",Orthodox,"Feb 22, 1984"
436,Ednaldo Oliveira,"6' 5""",205 lbs.,"79""",Orthodox,"Feb 19, 1984"
437,Edson Barboza,"5' 11""",155 lbs.,"75""",Orthodox,"Jan 21, 1986"
438,Edwin Figueroa,"5' 7""",135 lbs.,"69""",Orthodox,"Jul 31, 1984"
439,Efrain Escudero,"5' 9""",155 lbs.,"70""",Orthodox,"Jan 15, 1986"
440,Elias Garcia,"5' 5""",125 lbs.,"67""",Southpaw,"Sep 13, 1992"
441,Elias Silverio,"5' 11""",155 lbs.,"73""",Orthodox,"Sep 22, 1986"
442,Elias Theodorou,"6' 1""",185 lbs.,"75""",Orthodox,"May 31, 1988"
443,Elias Urbina,"6' 3""",185 lbs.,"77""",Southpaw,"Oct 09, 1993"
444,Eliot Marshall,"6' 2""",205 lbs.,"77""",Orthodox,"Jul 07, 1980"
445,Elizabeth Phillips,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 20, 1986"
446,Elizeu Zaleski dos Santos,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 11, 1986"
447,Elvis Mutapcic,"6' 0""",185 lbs.,"72""",Orthodox,"Jul 19, 1986"
448,Elvis Sinosic,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 13, 1971"
449,Emil Meek,"5' 11""",170 lbs.,"74""",Switch,"Aug 20, 1988"
450,Eric Schafer,"6' 3""",185 lbs.,"75""",Orthodox,"Sep 20, 1977"
451,Eric Shelton,"5' 6""",125 lbs.,"68""",Orthodox,"Feb 02, 1991"
452,Eric Spicely,"6' 1""",185 lbs.,"73""",Orthodox,"Sep 29, 1986"
453,Erick Montano,"6' 0""",170 lbs.,"73""",Orthodox,"Nov 19, 1985"
454,Erick Silva,"6' 0""",170 lbs.,"74""",Orthodox,"Jun 21, 1984"
455,Erik Koch,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 04, 1988"
456,Erik Perez,"5' 8""",135 lbs.,"68""",Orthodox,"Nov 19, 1989"
457,Ernest Chavez,"5' 8""",145 lbs.,"70""",Orthodox,"Jun 27, 1983"
458,Eryk Anders,"6' 1""",185 lbs.,"75""",Southpaw,"Apr 21, 1987"
459,Estevan Payan,"5' 10""",145 lbs.,"72""",Orthodox,"Mar 14, 1982"
460,Evan Dunham,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 18, 1981"
461,Evan Tanner,"6' 0""",185 lbs.,"74""",Orthodox,"Feb 11, 1971"
462,Evangelista Santos,"5' 10""",170 lbs.,"76""",Orthodox,"Dec 12, 1977"
463,Everett Sims,"6' 5""",260 lbs.,"77""",Southpaw,"Sep 04, 1988"
464,Fabio Maldonado,"6' 1""",205 lbs.,"75""",Orthodox,"Mar 17, 1980"
465,Fabricio Camoes,"5' 10""",155 lbs.,"73""",Orthodox,"Dec 23, 1978"
466,Fabricio Werdum,"6' 4""",231 lbs.,"77""",Orthodox,"Jul 30, 1977"
467,Fedor Emelianenko,"6' 0""",230 lbs.,"74""",Orthodox,"Sep 28, 1976"
468,Felice Herrig,"5' 4""",115 lbs.,"65""",Orthodox,"Sep 18, 1984"
469,Felicia Spencer,"5' 6""",145 lbs.,"68""",Orthodox,"Nov 29, 1990"
470,Felipe Arantes,"5' 8""",135 lbs.,"73""",Orthodox,"Feb 09, 1988"
471,Felipe Colares,"5' 9""",135 lbs.,"69""",Orthodox,"Mar 31, 1994"
472,Felipe Olivieri,"5' 9""",155 lbs.,"72""",Orthodox,"Apr 12, 1985"
473,Felipe Silva,"6' 0""",155 lbs.,"77""",Orthodox,"May 08, 1984"
474,Fernando Gonzalez,"5' 9""",170 lbs.,"68""",Southpaw,"Sep 15, 1983"
475,Filip Pejic,"5' 8""",135 lbs.,"70""",Orthodox,"Jul 21, 1992"
476,Forrest Griffin,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 16, 1979"
477,Forrest Petz,"5' 9""",170 lbs.,"71""",Orthodox,"Sep 22, 1975"
478,Francimar Barroso,"6' 1""",205 lbs.,"75""",Orthodox,"Feb 28, 1980"
479,Francis Carmont,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 11, 1981"
480,Francis Ngannou,"6' 4""",250 lbs.,"83""",Orthodox,"Sep 05, 1986"
481,Francisco Rivera,"5' 8""",135 lbs.,"68""",Orthodox,"Oct 08, 1981"
482,Francisco Trevino,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 17, 1981"
483,Francisco Trinaldo,"5' 9""",155 lbs.,"70""",Southpaw,"Aug 24, 1978"
484,Frank Camacho,"5' 10""",170 lbs.,"73""",Orthodox,"May 18, 1989"
485,Frank Gomez,"5' 10""",135 lbs.,"67""",Orthodox,"Mar 31, 1986"
486,Frank Mir,"6' 3""",264 lbs.,"79""",Southpaw,"May 24, 1979"
487,Frank Trigg,"5' 9""",170 lbs.,"71""",Southpaw,"May 07, 1972"
488,Frankie Edgar,"5' 6""",145 lbs.,"68""",Orthodox,"Oct 16, 1981"
489,Frankie Perez,"5' 11""",155 lbs.,"73""",Orthodox,"May 11, 1989"
490,Frankie Saenz,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 12, 1980"
491,Fredson Paixao,"5' 6""",145 lbs.,"66""",Orthodox,"May 13, 1979"
492,Fredy Serrano,"5' 3""",125 lbs.,"65""",Orthodox,"Sep 22, 1979"
493,Gabriel Benitez,"5' 8""",145 lbs.,"71""",Southpaw,"Jun 15, 1988"
494,Gabriel Gonzaga,"6' 2""",242 lbs.,"76""",Orthodox,"May 18, 1979"
495,Gadzhimurad Antigulov,"5' 11""",205 lbs.,"70""",Orthodox,"Feb 09, 1987"
496,Galore Bofando,"5' 11""",170 lbs.,"72""",Switch,"May 22, 1982"
497,Garett Whiteley,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 13, 1980"
498,Garreth McLellan,"6' 1""",185 lbs.,"72""",Southpaw,"Sep 01, 1982"
499,Garrett Gross,"5' 9""",155 lbs.,"69""",Orthodox,"Aug 08, 1988"
500,Gasan Umalatov,"5' 11""",170 lbs.,"71""",Orthodox,"Sep 11, 1982"
501,Gavin Tucker,"5' 6""",145 lbs.,"66""",Southpaw,"Jun 17, 1986"
502,Geane Herrera,"5' 5""",125 lbs.,"66""",Orthodox,"May 27, 1990"
503,Gegard Mousasi,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 01, 1985"
504,Geoff Neal,"5' 11""",170 lbs.,"75""",Southpaw,"Aug 28, 1990"
505,George Roop,"6' 1""",135 lbs.,"72""",Orthodox,"Nov 10, 1981"
506,George Sotiropoulos,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 09, 1977"
507,George Sullivan,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 13, 1981"
508,Georges St-Pierre,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981"
509,Gerald Harris,"5' 11""",185 lbs.,"77""",Southpaw,"Nov 19, 1979"
510,Gerald Meerschaert,"6' 1""",185 lbs.,"77""",Southpaw,"Dec 18, 1987"
511,Geraldo de Freitas,"5' 9""",135 lbs.,"72""",Orthodox,"Sep 30, 1991"
512,Germaine de Randamie,"5' 9""",135 lbs.,"71""",Orthodox,"Apr 24, 1984"
513,Gesias Cavalcante,"5' 8""",155 lbs.,"71""",Orthodox,"Jul 06, 1983"
514,Gian Villante,"6' 3""",205 lbs.,"76""",Orthodox,"Aug 18, 1985"
515,Giga Chikadze,"6' 0""",145 lbs.,"72""",Orthodox,"Aug 25, 1988"
516,Gilbert Burns,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 20, 1986"
517,Gilbert Melendez,"5' 9""",145 lbs.,"73""",Orthodox,"Apr 12, 1982"
518,Gilbert Smith,"5' 9""",185 lbs.,"75""",Southpaw,"Oct 19, 1981"
519,Gilbert Yvel,"6' 2""",225 lbs.,"77""",Orthodox,"Jun 30, 1976"
520,Gina Mazany,"5' 6""",135 lbs.,"68""",Southpaw,"Aug 19, 1988"
521,Gleison Tibau,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983"
522,Glover Teixeira,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979"
523,Godofredo Pepey,"5' 7""",145 lbs.,"73""",Orthodox,"Jul 02, 1987"
524,Gokhan Saki,"6' 0""",205 lbs.,"73""",Orthodox,"Oct 19, 1983"
525,Goran Reljic,"6' 3""",205 lbs.,"81""",Southpaw,"Mar 20, 1984"
526,Grant Dawson,"5' 10""",145 lbs.,"72""",Switch,"Feb 20, 1994"
527,Gray Maynard,"5' 9""",155 lbs.,"70""",Orthodox,"May 09, 1979"
528,Greg Hardy,"6' 5""",265 lbs.,"80""",Orthodox,"Jul 28, 1988"
529,Greg Rebello,"6' 0""",240 lbs.,"73""",Southpaw,"Jun 13, 1982"
530,Greg Soto,"5' 11""",170 lbs.,"73""",Orthodox,"Jun 03, 1986"
531,Gregor Gillespie,"5' 7""",155 lbs.,"71""",Orthodox,"Nov 13, 1986"
532,Grigorii Popov,"5' 7""",135 lbs.,"68""",Switch,"Apr 18, 1984"
533,Guido Cannetti,"5' 6""",135 lbs.,"68""",Southpaw,"Dec 19, 1979"
534,Guilherme Vasconcelos,"6' 0""",185 lbs.,"74""",Orthodox,"Mar 23, 1986"
535,Gunnar Nelson,"5' 11""",170 lbs.,"72""",Switch,"Jul 28, 1988"
536,Guto Inocente,"6' 3""",205 lbs.,"77""",Orthodox,"May 29, 1986"
537,Hacran Dias,"5' 8""",155 lbs.,"69""",Orthodox,"Jun 16, 1984"
538,Hakeem Dawodu,"5' 8""",145 lbs.,"73""",Orthodox,"Jul 02, 1991"
539,Hannah Cifers,"5' 1""",115 lbs.,"63""",Orthodox,"Jun 26, 1992"
540,Hannah Goldy,"5' 4""",115 lbs.,"61""",Orthodox,"May 18, 1992"
541,Hans Stringer,"6' 3""",205 lbs.,"73""",Orthodox,"Jul 06, 1987"
542,Hatsu Hioki,"5' 11""",145 lbs.,"70""",Orthodox,"Jul 18, 1983"
543,Heath Herring,"6' 4""",250 lbs.,"78""",Orthodox,"Mar 02, 1978"
544,Hector Aldana,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 17, 1988"
545,Hector Lombard,"5' 9""",185 lbs.,"71""",Southpaw,"Feb 02, 1978"
546,Hector Sandoval,"5' 2""",125 lbs.,"64""",Orthodox,"Jul 19, 1986"
547,Hector Urbina,"5' 11""",170 lbs.,"73""",Orthodox,"Sep 17, 1987"
548,Henrique da Silva,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 01, 1989"
549,Henry Cejudo,"5' 4""",135 lbs.,"64""",Orthodox,"Feb 09, 1987"
550,Henry Martinez,"5' 7""",155 lbs.,"68""",Southpaw,"Aug 07, 1983"
551,Hermes Franca,"5' 6""",155 lbs.,"71""",Orthodox,"Aug 26, 1974"
552,Hernani Perpetuo,"6' 0""",170 lbs.,"74""",Orthodox,"May 24, 1985"
553,Hiromitsu Miura,"5' 9""",170 lbs.,"71""",Orthodox,"Sep 22, 1981"
554,Holly Holm,"5' 8""",145 lbs.,"69""",Southpaw,"Oct 17, 1981"
555,Houston Alexander,"6' 0""",205 lbs.,"72""",Orthodox,"Mar 22, 1972"
556,Hu Yaozong,"6' 3""",205 lbs.,"72""",Orthodox,"Apr 07, 1995"
557,Hugo Viana,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 26, 1982"
558,Hyun Gyu Lim,"6' 3""",170 lbs.,"77""",Orthodox,"Jan 16, 1985"
559,Ian Entwistle,"5' 5""",135 lbs.,"64""",Orthodox,"Nov 19, 1986"
560,Ian Heinisch,"5' 11""",185 lbs.,"72""",Orthodox,"Aug 05, 1988"
561,Ian McCall,"5' 5""",125 lbs.,"64""",Orthodox,"May 07, 1984"
562,Igor Araujo,"6' 1""",170 lbs.,"77""",Orthodox,"Dec 06, 1980"
563,Igor Pokrajac,"6' 0""",205 lbs.,"76""",Orthodox,"Jan 02, 1979"
564,Ildemar Alcantara,"6' 2""",185 lbs.,"78""",Orthodox,"Nov 18, 1982"
565,Iliarde Santos,"5' 5""",125 lbs.,"66""",Orthodox,"Sep 25, 1980"
566,Ilir Latifi,"5' 10""",205 lbs.,"73""",Orthodox,"Jul 28, 1983"
567,Ion Cutelaba,"6' 1""",205 lbs.,"75""",Southpaw,"Dec 14, 1993"
568,Irene Aldana,"5' 9""",135 lbs.,"68""",Orthodox,"Mar 26, 1988"
569,Isaac Vallie-Flagg,"5' 8""",155 lbs.,"68""",Orthodox,"Apr 08, 1978"
570,Islam Makhachev,"5' 10""",155 lbs.,"70""",Orthodox,"Oct 27, 1991"
571,Ismail Naurdiev,"5' 10""",170 lbs.,"74""",Orthodox,"Aug 18, 1996"
572,Israel Adesanya,"6' 4""",185 lbs.,"80""",Switch,"Jul 22, 1989"
573,Issei Tamura,"5' 5""",135 lbs.,"63""",Orthodox,"Mar 12, 1984"
574,Iuri Alcantara,"5' 9""",135 lbs.,"71""",Southpaw,"Aug 04, 1980"
575,Ivan Jorge,"5' 9""",155 lbs.,"73""",Orthodox,"Nov 07, 1980"
576,Ivan Menjivar,"5' 6""",145 lbs.,"64""",Orthodox,"May 30, 1982"
577,Ivan Shtyrkov,"6' 0""",205 lbs.,"74""",Orthodox,"Jun 09, 1988"
578,JC Cottrell,"5' 9""",155 lbs.,"71""",Orthodox,"Nov 04, 1989"
579,JJ Aldrich,"5' 5""",125 lbs.,"67""",Southpaw,"Sep 29, 1992"
580,JP Buys,"5' 6""",125 lbs.,"66""",Orthodox,"Apr 30, 1996"
581,JR Coughran,"5' 6""",145 lbs.,"71""",Orthodox,"May 17, 1994"
582,Jacare Souza,"6' 1""",185 lbs.,"72""",Orthodox,"Dec 07, 1979"
583,Jack Hermansson,"6' 1""",185 lbs.,"77""",Orthodox,"Jun 10, 1988"
584,Jack Marshman,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 19, 1989"
585,Jack May,"6' 8""",255 lbs.,"79""",Switch,"Apr 14, 1981"
586,Jacob Kilburn,"5' 9""",145 lbs.,"71""",Orthodox,"Jun 28, 1995"
587,Jacob Volkmann,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 05, 1980"
588,Jaime Alvarez,"5' 8""",125 lbs.,"69""",Orthodox,"Mar 08, 1988"
589,Jairzinho Rozenstruik,"6' 4""",242 lbs.,"78""",Orthodox,"Mar 17, 1988"
590,Jake Collier,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 25, 1988"
591,Jake Ellenberger,"5' 9""",170 lbs.,"71""",Orthodox,"Mar 28, 1985"
592,Jake Hecht,"6' 0""",170 lbs.,"76""",Orthodox,"Feb 09, 1984"
593,Jake Lindsey,"5' 11""",155 lbs.,"71""",Switch,"Jun 21, 1986"
594,Jake Matthews,"5' 11""",170 lbs.,"73""",Orthodox,"Aug 19, 1994"
595,Jake O'Brien,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1984"
596,Jake Shields,"6' 0""",170 lbs.,"72""",Orthodox,"Jan 09, 1979"
597,Jalin Turner,"6' 3""",155 lbs.,"77""",Southpaw,"May 18, 1995"
598,Jamall Emmers,"5' 10""",145 lbs.,"74""",Orthodox,"Jul 24, 1989"
599,Jameel Massouh,"5' 10""",145 lbs.,"72""",Orthodox,"Sep 12, 1984"
