,fighter_name,Height,Weight,Reach,Stance,DOB
680,Craig White,"6' 2""",170 lbs.,"76""",Orthodox,"Jul 01, 1990"
681,Craig Zellner,"6' 2""",205 lbs.,"68""",Orthodox,"Sep 09, 1976"
682,Crezio de Souza,"5' 8""",170 lbs.,"68""",Orthodox,"Jul 09, 1985"
683,Cris Cyborg,"5' 8""",145 lbs.,"68""",Orthodox,"Jul 09, 1985"
684,Cristiano Marcello,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 03, 1977"
685,Cristina Stanciu,"5' 3""",115 lbs.,"64""",Orthodox,"Mar 29, 1994"
686,Crosley Gracie,"5' 9""",190 lbs.,"70""",Orthodox,"Jul 18, 1979"
687,Cub Swanson,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 02, 1983"
688,Cung Le,"5' 9""",185 lbs.,"69""",Southpaw,"May 25, 1972"
689,Curt Warburton,"6' 0""",155 lbs.,"73""",Orthodox,"Feb 18, 1991"
690,Curtis Blaydes,"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991"
691,Curtis Millender,"6' 2""",170 lbs.,"76""",Orthodox,"Dec 01, 1987"
692,Curtis Stout,"6' 1""",185 lbs.,"64""",Southpaw,"Nov 07, 1973"
693,Cynthia Calvillo,"5' 4""",115 lbs.,"64""",Orthodox,"Jul 13, 1987"
694,Cyril Asker,"6' 0""",247 lbs.,"74""",Orthodox,"Dec 24, 1985"
695,Cyrille Diabate,"6' 6""",205 lbs.,"81""",Southpaw,"Oct 06, 1973"
696,Cyrillo Padilha,"5' 11""",155 lbs.,"75""",Orthodox,"Jan 23, 1978"
697,Da Un Jung,"6' 3""",205 lbs.,"75""",Orthodox,"Feb 11, 1988"
698,DaMarques Johnson,"6' 1""",170 lbs.,"75""",Orthodox,"Jun 28, 1982"
699,Dae Won Kim,"5' 11""",180 lbs.,"71""",Orthodox,"Nov 27, 1991"
700,Daichi Abe,"5' 11""",170 lbs.,"71""",Orthodox,"Nov 27, 1991"
701,Daijiro Matsui,"5' 9""",200 lbs.,"69""",Orthodox,"Dec 05, 1972"
702,Daiju Takase,"6' 0""",170 lbs.,"69""",Southpaw,"Apr 20, 1978"
703,Daiki Hata,"5' 6""",139 lbs.,"69""",Orthodox,"Aug 24, 1982"
704,Daisuke Nakamura,"5' 7""",154 lbs.,"69""",Orthodox,"Jun 10, 1980"
705,Daisuke Sugie,"5' 6""",160 lbs.,"69""",Orthodox,"May 01, 1986"
706,Dakota Cochrane,"5' 8""",155 lbs.,"69""",Orthodox,"May 01, 1986"
707,Dalcha Lungiambula,"5' 10""",205 lbs.,"69""",Orthodox,"Apr 04, 1979"
708,Dale Hartt,"5' 10""",155 lbs.,"69""",Orthodox,"Apr 04, 1979"
709,Damacio Page,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 30, 1982"
710,Damian Grabowski,"6' 1""",241 lbs.,"75""",Orthodox,"May 12, 1980"
711,Damian Stasiak,"5' 5""",135 lbs.,"70""",Orthodox,"Feb 20, 1990"
712,Damien Brown,"5' 10""",155 lbs.,"68""",Orthodox,"Dec 25, 1984"
713,Damien Trites,"5' 11""",165 lbs.,"70""",Orthodox,"Aug 23, 1979"
714,Damion Douglas,"5' 9""",170 lbs.,"70""",Orthodox,"Aug 08, 1986"
715,Damir Hadzovic,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 08, 1986"
716,Damir Ismagulov,"5' 10""",155 lbs.,"71""",Orthodox,"Feb 03, 1991"
717,Damir Mirenic,"6' 0""",185 lbs.,"71""",Orthodox,"Aug 02, 1974"
718,Damon Jackson,"5' 11""",145 lbs.,"71""",Switch,"Aug 08, 1988"
719,Dan Barrera,"5' 9""",170 lbs.,"74""",Orthodox,"Dec 23, 1980"
720,Dan Bobish,"6' 2""",345 lbs.,"74""",Southpaw,"Jan 26, 1970"
721,Dan Charles,"6' 2""",228 lbs.,"74""",Orthodox,"Sep 24, 1985"
722,Dan Christison,"6' 8""",265 lbs.,"74""",Orthodox,"Apr 26, 1972"
723,Dan Cramer,"6' 2""",170 lbs.,"74""",Orthodox,"Oct 31, 1985"
724,Dan Evensen,"6' 3""",250 lbs.,"74""",Orthodox,"Jun 01, 1974"
725,Dan Hardy,"6' 0""",170 lbs.,"74""",Orthodox,"May 17, 1982"
726,Dan Henderson,"5' 11""",185 lbs.,"74""",Orthodox,"Aug 24, 1970"
727,Dan Hooker,"6' 0""",155 lbs.,"75""",Switch,"Feb 13, 1990"
728,Dan Ige,"5' 7""",145 lbs.,"71""",Orthodox,"Aug 06, 1991"
729,Dan Lauzon,"5' 10""",155 lbs.,"74""",Orthodox,"Mar 30, 1988"
730,Dan Miller,"6' 1""",185 lbs.,"74""",Orthodox,"Jun 30, 1981"
731,Dan Moret,"6' 0""",155 lbs.,"73""",Southpaw,"Nov 21, 1986"
732,Dan O'Connor,"5' 4""",115 lbs.,"72""",Southpaw,"Nov 17, 1982"
733,Dan Severn,"6' 2""",250 lbs.,"72""",Southpaw,"Jun 08, 1958"
734,Dan Stittgen,"6' 1""",170 lbs.,"72""",Orthodox,"Nov 17, 1980"
735,Daniel Acacio,"5' 8""",180 lbs.,"72""",Orthodox,"Dec 27, 1977"
736,Daniel Cormier,"5' 11""",235 lbs.,"72""",Orthodox,"Mar 20, 1979"
737,Daniel Gallemore,"6' 5""",265 lbs.,"75""",Orthodox,"Sep 03, 1984"
738,Daniel Gracie,"6' 2""",225 lbs.,"75""",Orthodox,"Sep 03, 1984"
739,Daniel Jolly,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 03, 1984"
740,Daniel Kelly,"6' 0""",185 lbs.,"70""",Southpaw,"Oct 31, 1977"
741,Daniel McWilliams,"6' 1""",185 lbs.,"74""",Southpaw,"Aug 31, 1982"
742,Daniel Omielanczuk,"6' 0""",247 lbs.,"74""",Southpaw,"Aug 31, 1982"
743,Daniel Pineda,"5' 7""",145 lbs.,"69""",Orthodox,"Aug 06, 1985"
744,Daniel Puder,"6' 3""",235 lbs.,"74""",Orthodox,"Oct 09, 1981"
745,Daniel Roberts,"5' 10""",170 lbs.,"74""",Southpaw,"Aug 05, 1980"
746,Daniel Rodriguez,"6' 0""",155 lbs.,"73""",Orthodox,"Dec 31, 1986"
747,Daniel Sarafian,"5' 9""",185 lbs.,"73""",Orthodox,"Aug 21, 1982"
748,Daniel Schmitt,"6' 7""",185 lbs.,"82""",Orthodox,"Jul 31, 1990"
749,Daniel Spitz,"6' 7""",245 lbs.,"82""",Orthodox,"Jul 31, 1990"
750,Daniel Spohn,"6' 4""",205 lbs.,"79""",Southpaw,"Oct 12, 1984"
751,Daniel Straus,"5' 7""",145 lbs.,"69""",Orthodox,"Jul 27, 1984"
752,Daniel Teymur,"5' 5""",145 lbs.,"69""",Orthodox,"Feb 03, 1988"
753,Daniel Weichel,"5' 10""",145 lbs.,"60""",Orthodox,"Nov 22, 1984"
754,Danielle Taylor,"5' 0""",115 lbs.,"60""",Orthodox,"Oct 25, 1989"
755,Danillo Villefort,"6' 1""",185 lbs.,"74""",Orthodox,"May 08, 1983"
756,Danilo Belluardo,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 21, 1994"
757,Danny Abbadi,"5' 11""",155 lbs.,"71""",Orthodox,"Jul 03, 1983"
758,Danny Castillo,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1979"
759,Danny Davis,"6' 2""",170 lbs.,"72""",Orthodox,"Jul 28, 1982"
760,Danny Downes,"6' 0""",155 lbs.,"72""",Orthodox,"Apr 08, 1986"
761,Danny Henry,"6' 0""",145 lbs.,"73""",Orthodox,"Jul 17, 1988"
762,Danny Martinez,"5' 6""",125 lbs.,"67""",Orthodox,"Jun 14, 1985"
763,Danny Mitchell,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 08, 1986"
764,Danny Navarro,"5' 10""",155 lbs.,"74""",Southpaw,"May 27, 1983"
765,Danny Roberts,"6' 1""",170 lbs.,"74""",Southpaw,"Jul 14, 1987"
766,Dante Rivera,"6' 1""",185 lbs.,"76""",Southpaw,"Dec 08, 1974"
767,Darko Stosic,"6' 0""",205 lbs.,"76""",Orthodox,"Feb 09, 1992"
768,Daron Cruickshank,"5' 8""",155 lbs.,"72""",Switch,"Jun 11, 1985"
769,Darrel Gholar,"5' 8""",194 lbs.,"70""",Orthodox,"Jul 28, 1987"
770,Darrell Horcher,"5' 10""",155 lbs.,"70""",Southpaw,"Jul 28, 1987"
771,Darrell Montague,"5' 6""",125 lbs.,"67""",Southpaw,"Nov 03, 1987"
772,Darren Elkins,"5' 10""",145 lbs.,"71""",Orthodox,"May 16, 1984"
773,Darren Stewart,"6' 0""",185 lbs.,"74""",Orthodox,"Dec 30, 1990"
774,Darren Till,"6' 0""",170 lbs.,"74""",Southpaw,"Dec 24, 1992"
775,Darren Uyenoyama,"5' 6""",125 lbs.,"64""",Orthodox,"Oct 15, 1979"
776,Darrill Schoonover,"6' 2""",220 lbs.,"70""",Orthodox,"Jul 18, 1985"
777,Darrion Caldwell,"5' 10""",135 lbs.,"70""",Orthodox,"Dec 19, 1987"
778,Darryl Cobb,"5' 9""",185 lbs.,"70""",Orthodox,"Aug 04, 1980"
779,Dashawn Boatwright,"6' 0""",205 lbs.,"70""",Orthodox,"Feb 29, 1988"
780,Dashon Johnson,"5' 7""",145 lbs.,"70""",Orthodox,"Jan 25, 1988"
781,Dave Beneteau,"6' 2""",250 lbs.,"76""",Orthodox,"May 10, 1973"
782,Dave Berry,"5' 6""",155 lbs.,"76""",Orthodox,"May 10, 1973"
783,Dave Cochran,"5' 6""",155 lbs.,"76""",Orthodox,"May 10, 1973"
784,Dave Courchaine,"5' 8""",170 lbs.,"76""",Orthodox,"Apr 05, 1978"
785,Dave Dalgliesh,"6' 2""",205 lbs.,"76""",Orthodox,"Apr 05, 1978"
786,Dave Galera,"5' 11""",135 lbs.,"76""",Orthodox,"Jan 12, 1978"
787,Dave Herman,"6' 4""",242 lbs.,"76""",Orthodox,"Oct 03, 1984"
788,Dave Jansen,"5' 9""",155 lbs.,"73""",Orthodox,"Aug 21, 1979"
789,Dave Martin,"6' 0""",205 lbs.,"69""",Orthodox,"Jul 29, 1974"
790,Dave Menne,"5' 10""",170 lbs.,"69""",Orthodox,"Jul 29, 1974"
791,Dave Phillips,"6' 0""",185 lbs.,"69""",Orthodox,"Jan 12, 1980"
792,Dave Rickels,"5' 11""",155 lbs.,"69""",Orthodox,"Jan 05, 1989"
793,Dave Strasser,"5' 10""",170 lbs.,"69""",Orthodox,"Jul 13, 1969"
794,Dave Terrel,"5' 8""",170 lbs.,"69""",Southpaw,"May 10, 1978"
795,Dave Zitanick,"5' 8""",170 lbs.,"69""",Orthodox,"Mar 05, 1980"
796,Davey Grant,"5' 8""",135 lbs.,"69""",Orthodox,"Dec 18, 1985"
797,Davi Ramos,"5' 6""",155 lbs.,"70""",Orthodox,"Nov 05, 1986"
798,David Abbott,"6' 0""",265 lbs.,"71""",Switch,"Feb 15, 1973"
799,David Avellan,"5' 9""",185 lbs.,"71""",Orthodox,"Feb 15, 1973"
800,David Baron,"5' 6""",155 lbs.,"71""",Switch,"Feb 15, 1973"
801,David Barrios,"5' 6""",145 lbs.,"71""",Orthodox,"Jun 06, 1979"
802,David Bielkheden,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 06, 1979"
803,David Blanco,"5' 7""",145 lbs.,"78""",Orthodox,"Sep 26, 1981"
804,David Branch,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 26, 1981"
805,David Dodd,"6' 2""",200 lbs.,"72""",Orthodox,"Sep 22, 1973"
806,David Douglas,"5' 11""",155 lbs.,"72""",Orthodox,"Aug 16, 1981"
807,David Gardner,"5' 11""",155 lbs.,"72""",Orthodox,"May 17, 1977"
808,David Gomez,"5' 11""",155 lbs.,"72""",Orthodox,"Aug 08, 1983"
809,David Heath,"5' 11""",205 lbs.,"72""",Orthodox,"Feb 10, 1976"
810,David Hood,"6' 0""",200 lbs.,"76""",Orthodox,"Sep 07, 1980"
811,David Hulett,"5' 10""",170 lbs.,"76""",Orthodox,"Sep 07, 1980"
812,David Kaplan,"5' 7""",155 lbs.,"76""",Orthodox,"Nov 16, 1979"
813,David Lee,"5' 10""",155 lbs.,"76""",Orthodox,"Dec 17, 1979"
814,David Levicki,"6' 5""",275 lbs.,"76""",Orthodox,"Dec 17, 1979"
815,David Loiseau,"6' 0""",185 lbs.,"76""",Orthodox,"Dec 17, 1979"
816,David Marshall,"6' 2""",170 lbs.,"72""",Orthodox,"Aug 24, 1984"
817,David Michaud,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 10, 1988"
818,David Mitchell,"6' 0""",170 lbs.,"76""",Orthodox,"Oct 24, 1979"
819,David Rasouli,"5' 7""",155 lbs.,"73""",Orthodox,"Nov 15, 1975"
820,David Roberts,"6' 1""",170 lbs.,"73""",Orthodox,"Nov 15, 1975"
821,David Smith,"6' 1""",155 lbs.,"73""",Southpaw,"Jan 09, 1978"
822,David Terrell,"6' 1""",185 lbs.,"73""",Southpaw,"Jan 09, 1978"
823,David Teymur,"5' 9""",155 lbs.,"73""",Southpaw,"May 01, 1989"
824,David Velasquez,"5' 5""",145 lbs.,"75""",Orthodox,"Aug 01, 1990"
825,David Zawada,"6' 0""",170 lbs.,"75""",Orthodox,"Aug 01, 1990"
826,Dayana Silva,"5' 7""",135 lbs.,"68""",Orthodox,"Aug 27, 1990"
827,DeAnna Bennett,"5' 4""",125 lbs.,"68""",Orthodox,"Nov 18, 1984"
828,DeMarco Villalona,"5' 9""",185 lbs.,"75""",Orthodox,"Feb 13, 1976"
829,Dean Hancock,"6' 1""",155 lbs.,"75""",Orthodox,"Feb 13, 1976"
830,Dean Lister,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 13, 1976"
831,Deiveson Figueiredo,"5' 5""",125 lbs.,"68""",Orthodox,"Dec 18, 1987"
832,Deividas Taurosevicius,"5' 9""",145 lbs.,"68""",Southpaw,"Aug 28, 1977"
833,Del Hawkins,"5' 5""",135 lbs.,"66""",Orthodox,"Nov 16, 1977"
834,Delson Heleno,"5' 11""",185 lbs.,"66""",Orthodox,"Nov 16, 1977"
835,Demetrious Johnson,"5' 3""",125 lbs.,"66""",Orthodox,"Aug 13, 1986"
836,Demetrius Gioulacos,"5' 11""",185 lbs.,"72""",Southpaw,"Nov 06, 1977"
837,Demian Maia,"6' 1""",170 lbs.,"72""",Southpaw,"Nov 06, 1977"
838,Denis Kang,"5' 11""",185 lbs.,"77""",Orthodox,"Sep 17, 1977"
839,Denis Sobolev,"6' 3""",216 lbs.,"66""",Orthodox,"Feb 02, 1980"
840,Denis Stojnic,"6' 0""",245 lbs.,"66""",Orthodox,"Feb 02, 1980"
841,Dennis Bermudez,"5' 6""",155 lbs.,"66""",Orthodox,"Dec 13, 1986"
842,Dennis Bryant,"6' 0""",205 lbs.,"72""",Orthodox,"Oct 18, 1985"
843,Dennis Dombrow,"5' 9""",145 lbs.,"72""",Orthodox,"Mar 17, 1986"
844,Dennis Hallman,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 02, 1975"
845,Dennis Olson,"6' 0""",170 lbs.,"70""",Orthodox,"Jan 13, 1979"
846,Dennis Reed,"5' 6""",205 lbs.,"70""",Orthodox,"Jan 13, 1979"
847,Dennis Siver,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 13, 1979"
848,Derek Anderson,"6' 0""",155 lbs.,"77""",Southpaw,"Feb 02, 1990"
849,Derek Bohi,"6' 4""",260 lbs.,"77""",Southpaw,"Jan 04, 1984"
850,Derek Brunson,"6' 1""",185 lbs.,"77""",Southpaw,"Jan 04, 1984"
851,Derek Campos,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 01, 1988"
852,Derek Downey,"6' 1""",185 lbs.,"70""",Orthodox,"Apr 27, 1980"
853,Derek Getzel,"6' 0""",155 lbs.,"70""",Orthodox,"Jun 13, 1989"
854,Deron Winn,"5' 6""",185 lbs.,"70""",Orthodox,"Jun 13, 1989"
855,Derrick Burnsed,"5' 10""",155 lbs.,"72""",Orthodox,"Jan 13, 1988"
856,Derrick Krantz,"5' 10""",170 lbs.,"72""",Orthodox,"Jan 13, 1988"
857,Derrick Lewis,"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985"
858,Derrick Mehmen,"6' 4""",205 lbs.,"73""",Southpaw,"May 30, 1985"
859,Derrick Noble,"5' 9""",170 lbs.,"73""",Southpaw,"Aug 14, 1978"
860,Deshaun Johnson,"5' 10""",167 lbs.,"73""",Southpaw,"Oct 11, 1989"
861,Desmond Green,"5' 10""",155 lbs.,"73""",Southpaw,"Oct 11, 1989"
862,Devin Clark,"6' 0""",205 lbs.,"75""",Orthodox,"Apr 12, 1990"
863,Devin Cole,"6' 4""",240 lbs.,"73""",Orthodox,"Oct 01, 1976"
864,Devin Johnson,"6' 0""",155 lbs.,"73""",Orthodox,"Mar 01, 1988"
865,Devin Powell,"6' 0""",155 lbs.,"73""",Orthodox,"Mar 01, 1988"
866,Devonte Smith,"5' 9""",155 lbs.,"76""",Orthodox,"Jul 30, 1993"
867,Dewey Cooper,"6' 2""",205 lbs.,"74""",Orthodox,"Aug 04, 1977"
868,Dhafir Harris,"6' 2""",257 lbs.,"74""",Orthodox,"Aug 04, 1977"
869,Dhiego Lima,"6' 2""",170 lbs.,"74""",Orthodox,"Jan 31, 1989"
870,Diana Belbita,"5' 7""",135 lbs.,"68""",Orthodox,"May 27, 1987"
871,Diego Brandao,"5' 7""",145 lbs.,"68""",Orthodox,"May 27, 1987"
872,Diego Ferreira,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 18, 1985"
873,Diego Henrique da Silva,"6' 2""",185 lbs.,"67""",Orthodox,"Aug 22, 1986"
874,Diego Nunes,"5' 6""",145 lbs.,"67""",Orthodox,"Nov 30, 1982"
875,Diego Rivas,"5' 8""",145 lbs.,"69""",Orthodox,"Nov 11, 1991"
876,Diego Sanchez,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981"
877,Diego Saraiva,"5' 6""",155 lbs.,"65""",Orthodox,"Apr 23, 1982"
878,Dieusel Berto,"5' 9""",200 lbs.,"65""",Orthodox,"Sep 26, 1984"
879,Dileno Lopes,"5' 5""",135 lbs.,"65""",Orthodox,"Sep 26, 1984"
880,Dillon Smith,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 28, 1976"
881,Dimitiri Wanderley,"5' 9""",205 lbs.,"74""",Orthodox,"Sep 28, 1976"
882,Din Thomas,"5' 9""",155 lbs.,"74""",Orthodox,"Sep 28, 1976"
883,Dino Pezao,"6' 1""",205 lbs.,"74""",Orthodox,"Jun 09, 1978"
884,Dion Staring,"6' 1""",235 lbs.,"74""",Orthodox,"Jun 09, 1978"
885,Dmitri Stepanov,"6' 3""",217 lbs.,"74""",Orthodox,"Aug 05, 1982"
886,Dmitrii Smoliakov,"6' 2""",253 lbs.,"74""",Switch,"Aug 05, 1982"
887,Dmitry Poberezhets,"6' 3""",237 lbs.,"77""",Orthodox,"Jun 11, 1985"
888,Dmitry Sosnovskiy,"6' 3""",240 lbs.,"77""",Orthodox,"Jul 06, 1989"
889,Dokonjonosuke Mishima,"5' 7""",155 lbs.,"74""",Southpaw,"Apr 19, 1972"
890,Dom Pilarte,"6' 0""",135 lbs.,"74""",Southpaw,"Jan 05, 1990"
891,Dominic Brown,"5' 11""",190 lbs.,"79""",Orthodox,"Jun 04, 1982"
892,Dominic Clark,"5' 10""",155 lbs.,"79""",Orthodox,"Aug 01, 1985"
893,Dominic Waters,"6' 1""",170 lbs.,"79""",Orthodox,"Apr 11, 1989"
894,Dominick Cruz,"5' 8""",135 lbs.,"68""",Orthodox,"Mar 09, 1985"
895,Dominick Reyes,"6' 4""",205 lbs.,"77""",Southpaw,"Dec 26, 1989"
896,Dominique Steele,"5' 10""",170 lbs.,"74""",Orthodox,"Jan 27, 1988"
897,Don Carlo-Clauss,"6' 1""",170 lbs.,"72""",Orthodox,"Nov 23, 1965"
898,Don Frye,"6' 1""",219 lbs.,"72""",Orthodox,"Nov 23, 1965"
899,Don Madge,"6' 0""",155 lbs.,"72""",Southpaw,"Nov 12, 1990"
900,Don'Tale Mayes,"6' 6""",260 lbs.,"82""",Orthodox,"Jan 16, 1992"
901,Donald Cerrone,"6' 1""",155 lbs.,"73""",Orthodox,"Mar 29, 1983"
902,Donald Sanchez,"5' 10""",145 lbs.,"76""",Orthodox,"Aug 18, 1984"
903,Donavon Frelow,"5' 7""",135 lbs.,"76""",Orthodox,"Jan 20, 1985"
904,Dong Hyun Kim,"6' 2""",170 lbs.,"76""",Southpaw,"Nov 17, 1981"
905,Dong Hyun Ma,"5' 11""",155 lbs.,"70""",Orthodox,"Sep 09, 1988"
906,Dong Sik Yoon,"6' 0""",185 lbs.,"71""",Orthodox,"Aug 24, 1972"
907,Dongi Yang,"5' 10""",185 lbs.,"71""",Southpaw,"Dec 07, 1984"
908,Donnie Chappell,"5' 11""",178 lbs.,"70""",Southpaw,"Jan 04, 1980"
909,Donnie Liles,"5' 9""",170 lbs.,"70""",Orthodox,"Jan 04, 1980"
910,Donny Walker,"5' 9""",135 lbs.,"70""",Orthodox,"Jan 04, 1980"
911,Dooho Choi,"5' 10""",145 lbs.,"70""",Orthodox,"Apr 10, 1991"
912,Dorian Price,"6' 3""",170 lbs.,"68""",Southpaw,"Aug 20, 1977"
913,Dos Caras Jr.,"6' 4""",225 lbs.,"68""",Orthodox,"May 25, 1977"
914,Doug Evans,"5' 9""",155 lbs.,"68""",Orthodox,"Oct 10, 1980"
915,Doug Kay,"5' 10""",205 lbs.,"68""",Orthodox,"Sep 09, 1975"
916,Doug Marshall,"5' 10""",205 lbs.,"68""",Orthodox,"Sep 09, 1975"
917,Douglas Lima,"6' 1""",170 lbs.,"68""",Orthodox,"Jan 05, 1988"
918,Douglas Silva de Andrade,"5' 7""",135 lbs.,"68""",Orthodox,"Jun 22, 1985"
919,Drakkar Klose,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 09, 1988"
920,Drew Brokenshire,"5' 8""",185 lbs.,"70""",Southpaw,"Oct 19, 1988"
921,Drew Dimanlig,"5' 8""",185 lbs.,"70""",Southpaw,"Oct 19, 1988"
922,Drew Dober,"5' 8""",155 lbs.,"70""",Southpaw,"Oct 19, 1988"
923,Drew Fickett,"5' 10""",155 lbs.,"70""",Orthodox,"Dec 14, 1979"
924,Drew McFedries,"6' 0""",185 lbs.,"72""",Southpaw,"Jul 27, 1978"
925,Drew Pendleton,"5' 10""",145 lbs.,"70""",Orthodox,"Dec 08, 1983"
926,Duane Ludwig,"5' 10""",170 lbs.,"70""",Orthodox,"Aug 04, 1978"
927,Duda Santana,"5' 7""",145 lbs.,"73""",Orthodox,"Jan 10, 1996"
928,Dustin Hazelett,"6' 1""",170 lbs.,"76""",Orthodox,"Apr 29, 1986"
929,Dustin Jacoby,"6' 4""",185 lbs.,"78""",Orthodox,"Apr 04, 1988"
930,Dustin Kimura,"5' 7""",135 lbs.,"71""",Orthodox,"May 21, 1989"
931,Dustin Moore,"5' 4""",125 lbs.,"65""",Orthodox,"Sep 12, 1986"
932,Dustin Neace,"5' 9""",145 lbs.,"65""",Orthodox,"Sep 12, 1986"
933,Dustin Ortiz,"5' 5""",125 lbs.,"65""",Orthodox,"Dec 25, 1988"
934,Dustin Pague,"5' 9""",135 lbs.,"74""",Orthodox,"Aug 05, 1987"
935,Dustin Poirier,"5' 9""",155 lbs.,"72""",Southpaw,"Jan 19, 1989"
936,Dustin West,"5' 11""",170 lbs.,"76""",Orthodox,"Sep 14, 1984"
937,Dwayne Cason,"5' 10""",212 lbs.,"76""",Orthodox,"Sep 14, 1984"
938,Dwight Grant,"6' 1""",170 lbs.,"76""",Switch,"Sep 14, 1984"
939,Dylan Andrews,"6' 1""",185 lbs.,"73""",Switch,"Nov 15, 1979"
940,Ebenezer Fontes Braga,"6' 0""",199 lbs.,"77""",Orthodox,"Apr 14, 1969"
941,Ed Herman,"6' 1""",205 lbs.,"77""",Orthodox,"Oct 02, 1980"
942,Ed Ratcliff,"5' 10""",155 lbs.,"71""",Orthodox,"Mar 05, 1983"
943,Eddie Alvarez,"5' 9""",155 lbs.,"69""",Orthodox,"Jan 11, 1984"
944,Eddie Gordon,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 22, 1983"
945,Eddie Mendez,"5' 10""",185 lbs.,"76""",Orthodox,"Jan 16, 1984"
946,Eddie Ruiz,"5' 7""",155 lbs.,"74""",Orthodox,"Jun 10, 1967"
947,Eddie Sanchez,"6' 2""",230 lbs.,"74""",Orthodox,"Nov 04, 1982"
948,Eddie Wineland,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 26, 1984"
949,Eddie Yagin,"5' 7""",145 lbs.,"71""",Orthodox,"Mar 23, 1979"
950,Eddy Ellis,"5' 9""",170 lbs.,"71""",Orthodox,"Feb 22, 1984"
951,Eddy Millis,"6' 1""",185 lbs.,"71""",Orthodox,"Feb 22, 1984"
952,Edgar Cardenas,"5' 10""",145 lbs.,"71""",Orthodox,"Feb 22, 1984"
953,Edgar Garcia,"5' 10""",170 lbs.,"71""",Orthodox,"Feb 22, 1984"
954,Edilberto de Oliveira,"6' 0""",170 lbs.,"79""",Orthodox,"Nov 22, 1982"
955,Edmen Shahbazyan,"6' 2""",185 lbs.,"79""",Orthodox,"Nov 20, 1997"
956,Ednaldo Oliveira,"6' 5""",205 lbs.,"79""",Orthodox,"Feb 19, 1984"
957,Edson Barboza,"5' 11""",155 lbs.,"75""",Orthodox,"Jan 21, 1986"
958,Edson Berto,"5' 6""",155 lbs.,"70""",Orthodox,"Jul 05, 1983"
959,Edson Drago,"6' 4""",220 lbs.,"70""",Orthodox,"Aug 29, 1977"
960,Edson Silva,"5' 8""",205 lbs.,"70""",Orthodox,"Jun 02, 1987"
961,Eduardo Bustillos,"5' 8""",135 lbs.,"70""",Orthodox,"Jun 02, 1987"
962,Eduardo Dantas,"5' 10""",135 lbs.,"70""",Orthodox,"Feb 03, 1989"
963,Eduardo Pamplona,"5' 11""",170 lbs.,"70""",Orthodox,"Feb 20, 1973"
964,Edward Faaloloto,"5' 10""",155 lbs.,"70""",Orthodox,"Jul 15, 1984"
965,Edwin Aguilar,"5' 10""",185 lbs.,"69""",Orthodox,"Aug 07, 1982"
966,Edwin DeWees,"6' 1""",185 lbs.,"69""",Orthodox,"Aug 07, 1982"
967,Edwin Figueroa,"5' 7""",135 lbs.,"69""",Orthodox,"Jul 31, 1984"
968,Efrain Escudero,"5' 9""",155 lbs.,"70""",Orthodox,"Jan 15, 1986"
969,Egan Inoue,"5' 9""",190 lbs.,"67""",Southpaw,"Jul 04, 1965"
970,Egidijus Valavicius,"6' 0""",200 lbs.,"67""",Orthodox,"Oct 12, 1979"
971,Eiji Ishikawa,"5' 10""",170 lbs.,"67""",Southpaw,"Oct 12, 1979"
972,Eiji Mitsuoka,"5' 7""",145 lbs.,"67""",Southpaw,"Jan 01, 1976"
973,Elaina Maxwell,"5' 8""",145 lbs.,"67""",Orthodox,"Dec 16, 1978"
974,Eldari Kurtanidze,"5' 6""",235 lbs.,"67""",Orthodox,"Apr 16, 1972"
975,Eldo Xavier Dias,"5' 11""",180 lbs.,"67""",Southpaw,"Jul 16, 1964"
976,Eli Tamez,"5' 7""",135 lbs.,"67""",Southpaw,"Aug 22, 1985"
977,Elias Garcia,"5' 5""",125 lbs.,"67""",Southpaw,"Sep 13, 1992"
978,Elias Silverio,"5' 11""",155 lbs.,"73""",Orthodox,"Sep 22, 1986"
979,Elias Theodorou,"6' 1""",185 lbs.,"75""",Orthodox,"May 31, 1988"
980,Elias Urbina,"6' 3""",185 lbs.,"77""",Southpaw,"Oct 09, 1993"
