,fighter_name,Height,Weight,Reach,Stance,DOB
654,Cole Smith,"5' 11""",135 lbs.,"67""",Orthodox,"Apr 05, 1989"
655,Colin Fletcher,"6' 2""",155 lbs.,"78""",Orthodox,"Jan 08, 1983"
659,Collin Hart,"6' 1""",185 lbs.,"76""",Orthodox,"Oct 12, 1989"
661,Colton Smith,"6' 0""",155 lbs.,"71""",Orthodox,"Aug 14, 1987"
663,Conor McGregor,"5' 9""",155 lbs.,"74""",Southpaw,"Jul 14, 1988"
664,Corey Anderson,"6' 3""",205 lbs.,"79""",Orthodox,"Sep 22, 1989"
665,Corey Hill,"6' 4""",155 lbs.,"80""",Orthodox,"Oct 03, 1978"
667,Cortney Casey,"5' 7""",115 lbs.,"67""",Orthodox,"May 05, 1987"
671,Cory Sandhagen,"5' 11""",135 lbs.,"70""",Switch,"Apr 20, 1992"
673,Costas Philippou,"5' 11""",185 lbs.,"73""",Orthodox,"Nov 29, 1979"
674,Coty Wheeler,"5' 6""",135 lbs.,"67""",Orthodox,"Oct 11, 1978"
675,Court McGee,"5' 11""",170 lbs.,"75""",Orthodox,"Dec 12, 1984"
680,Craig White,"6' 2""",170 lbs.,"76""",Orthodox,"Jul 01, 1990"
683,Cris Cyborg,"5' 8""",145 lbs.,"68""",Orthodox,"Jul 09, 1985"
684,Cristiano Marcello,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 03, 1977"
685,Cristina Stanciu,"5' 3""",115 lbs.,"64""",Orthodox,"Mar 29, 1994"
687,Cub Swanson,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 02, 1983"
688,Cung Le,"5' 9""",185 lbs.,"69""",Southpaw,"May 25, 1972"
690,Curtis Blaydes,"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991"
691,Curtis Millender,"6' 2""",170 lbs.,"76""",Orthodox,"Dec 01, 1987"
693,Cynthia Calvillo,"5' 4""",115 lbs.,"64""",Orthodox,"Jul 13, 1987"
694,Cyril Asker,"6' 0""",247 lbs.,"74""",Orthodox,"Dec 24, 1985"
695,Cyrille Diabate,"6' 6""",205 lbs.,"81""",Southpaw,"Oct 06, 1973"
698,DaMarques Johnson,"6' 1""",170 lbs.,"75""",Orthodox,"Jun 28, 1982"
700,Daichi Abe,"5' 11""",170 lbs.,"71""",Orthodox,"Nov 27, 1991"
708,Dale Hartt,"5' 10""",155 lbs.,"69""",Orthodox,"Apr 04, 1979"
709,Damacio Page,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 30, 1982"
710,Damian Grabowski,"6' 1""",241 lbs.,"75""",Orthodox,"May 12, 1980"
711,Damian Stasiak,"5' 5""",135 lbs.,"70""",Orthodox,"Feb 20, 1990"
712,Damien Brown,"5' 10""",155 lbs.,"68""",Orthodox,"Dec 25, 1984"
715,Damir Hadzovic,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 08, 1986"
718,Damon Jackson,"5' 11""",145 lbs.,"71""",Switch,"Aug 08, 1988"
725,Dan Hardy,"6' 0""",170 lbs.,"74""",Orthodox,"May 17, 1982"
726,Dan Henderson,"5' 11""",185 lbs.,"74""",Orthodox,"Aug 24, 1970"
727,Dan Hooker,"6' 0""",155 lbs.,"75""",Switch,"Feb 13, 1990"
728,Dan Ige,"5' 7""",145 lbs.,"71""",Orthodox,"Aug 06, 1991"
730,Dan Miller,"6' 1""",185 lbs.,"74""",Orthodox,"Jun 30, 1981"
731,Dan Moret,"6' 0""",155 lbs.,"73""",Southpaw,"Nov 21, 1986"
736,Daniel Cormier,"5' 11""",235 lbs.,"72""",Orthodox,"Mar 20, 1979"
739,Daniel Jolly,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 03, 1984"
740,Daniel Kelly,"6' 0""",185 lbs.,"70""",Southpaw,"Oct 31, 1977"
742,Daniel Omielanczuk,"6' 0""",247 lbs.,"74""",Southpaw,"Aug 31, 1982"
743,Daniel Pineda,"5' 7""",145 lbs.,"69""",Orthodox,"Aug 06, 1985"
745,Daniel Roberts,"5' 10""",170 lbs.,"74""",Southpaw,"Aug 05, 1980"
747,Daniel Sarafian,"5' 9""",185 lbs.,"73""",Orthodox,"Aug 21, 1982"
749,Daniel Spitz,"6' 7""",245 lbs.,"82""",Orthodox,"Jul 31, 1990"
750,Daniel Spohn,"6' 4""",205 lbs.,"79""",Southpaw,"Oct 12, 1984"
752,Daniel Teymur,"5' 5""",145 lbs.,"69""",Orthodox,"Feb 03, 1988"
754,Danielle Taylor,"5' 0""",115 lbs.,"60""",Orthodox,"Oct 25, 1989"
756,Danilo Belluardo,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 21, 1994"
758,Danny Castillo,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1979"
760,Danny Downes,"6' 0""",155 lbs.,"72""",Orthodox,"Apr 08, 1986"
761,Danny Henry,"6' 0""",145 lbs.,"73""",Orthodox,"Jul 17, 1988"
762,Danny Martinez,"5' 6""",125 lbs.,"67""",Orthodox,"Jun 14, 1985"
763,Danny Mitchell,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 08, 1986"
765,Danny Roberts,"6' 1""",170 lbs.,"74""",Southpaw,"Jul 14, 1987"
767,Darko Stosic,"6' 0""",205 lbs.,"76""",Orthodox,"Feb 09, 1992"
768,Daron Cruickshank,"5' 8""",155 lbs.,"72""",Switch,"Jun 11, 1985"
770,Darrell Horcher,"5' 10""",155 lbs.,"70""",Southpaw,"Jul 28, 1987"
771,Darrell Montague,"5' 6""",125 lbs.,"67""",Southpaw,"Nov 03, 1987"
772,Darren Elkins,"5' 10""",145 lbs.,"71""",Orthodox,"May 16, 1984"
773,Darren Stewart,"6' 0""",185 lbs.,"74""",Orthodox,"Dec 30, 1990"
774,Darren Till,"6' 0""",170 lbs.,"74""",Southpaw,"Dec 24, 1992"
775,Darren Uyenoyama,"5' 6""",125 lbs.,"64""",Orthodox,"Oct 15, 1979"
780,Dashon Johnson,"5' 7""",145 lbs.,"70""",Orthodox,"Jan 25, 1988"
787,Dave Herman,"6' 4""",242 lbs.,"76""",Orthodox,"Oct 03, 1984"
788,Dave Jansen,"5' 9""",155 lbs.,"73""",Orthodox,"Aug 21, 1979"
797,Davi Ramos,"5' 6""",155 lbs.,"70""",Orthodox,"Nov 05, 1986"
802,David Bielkheden,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 06, 1979"
804,David Branch,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 26, 1981"
809,David Heath,"5' 11""",205 lbs.,"72""",Orthodox,"Feb 10, 1976"
815,David Loiseau,"6' 0""",185 lbs.,"76""",Orthodox,"Dec 17, 1979"
817,David Michaud,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 10, 1988"
818,David Mitchell,"6' 0""",170 lbs.,"76""",Orthodox,"Oct 24, 1979"
823,David Teymur,"5' 9""",155 lbs.,"73""",Southpaw,"May 01, 1989"
825,David Zawada,"6' 0""",170 lbs.,"75""",Orthodox,"Aug 01, 1990"
830,Dean Lister,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 13, 1976"
831,Deiveson Figueiredo,"5' 5""",125 lbs.,"68""",Orthodox,"Dec 18, 1987"
832,Deividas Taurosevicius,"5' 9""",145 lbs.,"68""",Southpaw,"Aug 28, 1977"
835,Demetrious Johnson,"5' 3""",125 lbs.,"66""",Orthodox,"Aug 13, 1986"
837,Demian Maia,"6' 1""",170 lbs.,"72""",Southpaw,"Nov 06, 1977"
838,Denis Kang,"5' 11""",185 lbs.,"77""",Orthodox,"Sep 17, 1977"
841,Dennis Bermudez,"5' 6""",155 lbs.,"66""",Orthodox,"Dec 13, 1986"
842,Dennis Bryant,"6' 0""",205 lbs.,"72""",Orthodox,"Oct 18, 1985"
844,Dennis Hallman,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 02, 1975"
847,Dennis Siver,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 13, 1979"
850,Derek Brunson,"6' 1""",185 lbs.,"77""",Southpaw,"Jan 04, 1984"
854,Deron Winn,"5' 6""",185 lbs.,"70""",Orthodox,"Jun 13, 1989"
856,Derrick Krantz,"5' 10""",170 lbs.,"72""",Orthodox,"Jan 13, 1988"
857,Derrick Lewis,"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985"
861,Desmond Green,"5' 10""",155 lbs.,"73""",Southpaw,"Oct 11, 1989"
862,Devin Clark,"6' 0""",205 lbs.,"75""",Orthodox,"Apr 12, 1990"
865,Devin Powell,"6' 0""",155 lbs.,"73""",Orthodox,"Mar 01, 1988"
866,Devonte Smith,"5' 9""",155 lbs.,"76""",Orthodox,"Jul 30, 1993"
869,Dhiego Lima,"6' 2""",170 lbs.,"74""",Orthodox,"Jan 31, 1989"
871,Diego Brandao,"5' 7""",145 lbs.,"68""",Orthodox,"May 27, 1987"
872,Diego Ferreira,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 18, 1985"
874,Diego Nunes,"5' 6""",145 lbs.,"67""",Orthodox,"Nov 30, 1982"
875,Diego Rivas,"5' 8""",145 lbs.,"69""",Orthodox,"Nov 11, 1991"
876,Diego Sanchez,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981"
886,Dmitrii Smoliakov,"6' 2""",253 lbs.,"74""",Switch,"Aug 05, 1982"
888,Dmitry Sosnovskiy,"6' 3""",240 lbs.,"77""",Orthodox,"Jul 06, 1989"
890,Dom Pilarte,"6' 0""",135 lbs.,"74""",Southpaw,"Jan 05, 1990"
893,Dominic Waters,"6' 1""",170 lbs.,"79""",Orthodox,"Apr 11, 1989"
894,Dominick Cruz,"5' 8""",135 lbs.,"68""",Orthodox,"Mar 09, 1985"
895,Dominick Reyes,"6' 4""",205 lbs.,"77""",Southpaw,"Dec 26, 1989"
896,Dominique Steele,"5' 10""",170 lbs.,"74""",Orthodox,"Jan 27, 1988"
899,Don Madge,"6' 0""",155 lbs.,"72""",Southpaw,"Nov 12, 1990"
900,Don'Tale Mayes,"6' 6""",260 lbs.,"82""",Orthodox,"Jan 16, 1992"
901,Donald Cerrone,"6' 1""",155 lbs.,"73""",Orthodox,"Mar 29, 1983"
904,Dong Hyun Kim,"6' 2""",170 lbs.,"76""",Southpaw,"Nov 17, 1981"
905,Dong Hyun Ma,"5' 11""",155 lbs.,"70""",Orthodox,"Sep 09, 1988"
907,Dongi Yang,"5' 10""",185 lbs.,"71""",Southpaw,"Dec 07, 1984"
911,Dooho Choi,"5' 10""",145 lbs.,"70""",Orthodox,"Apr 10, 1991"
918,Douglas Silva de Andrade,"5' 7""",135 lbs.,"68""",Orthodox,"Jun 22, 1985"
919,Drakkar Klose,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 09, 1988"
922,Drew Dober,"5' 8""",155 lbs.,"70""",Southpaw,"Oct 19, 1988"
923,Drew Fickett,"5' 10""",155 lbs.,"70""",Orthodox,"Dec 14, 1979"
924,Drew McFedries,"6' 0""",185 lbs.,"72""",Southpaw,"Jul 27, 1978"
926,Duane Ludwig,"5' 10""",170 lbs.,"70""",Orthodox,"Aug 04, 1978"
927,Duda Santana,"5' 7""",145 lbs.,"73""",Orthodox,"Jan 10, 1996"
928,Dustin Hazelett,"6' 1""",170 lbs.,"76""",Orthodox,"Apr 29, 1986"
929,Dustin Jacoby,"6' 4""",185 lbs.,"78""",Orthodox,"Apr 04, 1988"
930,Dustin Kimura,"5' 7""",135 lbs.,"71""",Orthodox,"May 21, 1989"
933,Dustin Ortiz,"5' 5""",125 lbs.,"65""",Orthodox,"Dec 25, 1988"
934,Dustin Pague,"5' 9""",135 lbs.,"74""",Orthodox,"Aug 05, 1987"
935,Dustin Poirier,"5' 9""",155 lbs.,"72""",Southpaw,"Jan 19, 1989"
938,Dwight Grant,"6' 1""",170 lbs.,"76""",Switch,"Sep 14, 1984"
939,Dylan Andrews,"6' 1""",185 lbs.,"73""",Switch,"Nov 15, 1979"
941,Ed Herman,"6' 1""",205 lbs.,"77""",Orthodox,"Oct 02, 1980"
942,Ed Ratcliff,"5' 10""",155 lbs.,"71""",Orthodox,"Mar 05, 1983"
943,Eddie Alvarez,"5' 9""",155 lbs.,"69""",Orthodox,"Jan 11, 1984"
944,Eddie Gordon,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 22, 1983"
947,Eddie Sanchez,"6' 2""",230 lbs.,"74""",Orthodox,"Nov 04, 1982"
948,Eddie Wineland,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 26, 1984"
953,Edgar Garcia,"5' 10""",170 lbs.,"71""",Orthodox,"Feb 22, 1984"
956,Ednaldo Oliveira,"6' 5""",205 lbs.,"79""",Orthodox,"Feb 19, 1984"
957,Edson Barboza,"5' 11""",155 lbs.,"75""",Orthodox,"Jan 21, 1986"
967,Edwin Figueroa,"5' 7""",135 lbs.,"69""",Orthodox,"Jul 31, 1984"
968,Efrain Escudero,"5' 9""",155 lbs.,"70""",Orthodox,"Jan 15, 1986"
977,Elias Garcia,"5' 5""",125 lbs.,"67""",Southpaw,"Sep 13, 1992"
978,Elias Silverio,"5' 11""",155 lbs.,"73""",Orthodox,"Sep 22, 1986"
979,Elias Theodorou,"6' 1""",185 lbs.,"75""",Orthodox,"May 31, 1988"
980,Elias Urbina,"6' 3""",185 lbs.,"77""",Southpaw,"Oct 09, 1993"
981,Eliot Marshall,"6' 2""",205 lbs.,"77""",Orthodox,"Jul 07, 1980"
983,Elizabeth Phillips,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 20, 1986"
984,Elizeu Zaleski dos Santos,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 11, 1986"
985,Elvis Mutapcic,"6' 0""",185 lbs.,"72""",Orthodox,"Jul 19, 1986"
986,Elvis Sinosic,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 13, 1971"
988,Emil Meek,"5' 11""",170 lbs.,"74""",Switch,"Aug 20, 1988"
1008,Eric Schafer,"6' 3""",185 lbs.,"75""",Orthodox,"Sep 20, 1977"
1011,Eric Shelton,"5' 6""",125 lbs.,"68""",Orthodox,"Feb 02, 1991"
1013,Eric Spicely,"6' 1""",185 lbs.,"73""",Orthodox,"Sep 29, 1986"
1017,Erick Montano,"6' 0""",170 lbs.,"73""",Orthodox,"Nov 19, 1985"
1019,Erick Silva,"6' 0""",170 lbs.,"74""",Orthodox,"Jun 21, 1984"
1023,Erik Koch,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 04, 1988"
1024,Erik Perez,"5' 8""",135 lbs.,"68""",Orthodox,"Nov 19, 1989"
1025,Ernest Chavez,"5' 8""",145 lbs.,"70""",Orthodox,"Jun 27, 1983"
1028,Eryk Anders,"6' 1""",185 lbs.,"75""",Southpaw,"Apr 21, 1987"
1030,Estevan Payan,"5' 10""",145 lbs.,"72""",Orthodox,"Mar 14, 1982"
1034,Evan Dunham,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 18, 1981"
1036,Evan Tanner,"6' 0""",185 lbs.,"74""",Orthodox,"Feb 11, 1971"
1037,Evangelista Santos,"5' 10""",170 lbs.,"76""",Orthodox,"Dec 12, 1977"
1039,Everett Sims,"6' 5""",260 lbs.,"77""",Southpaw,"Sep 04, 1988"
1046,Fabio Maldonado,"6' 1""",205 lbs.,"75""",Orthodox,"Mar 17, 1980"
1050,Fabricio Camoes,"5' 10""",155 lbs.,"73""",Orthodox,"Dec 23, 1978"
1052,Fabricio Werdum,"6' 4""",231 lbs.,"77""",Orthodox,"Jul 30, 1977"
1056,Fedor Emelianenko,"6' 0""",230 lbs.,"74""",Orthodox,"Sep 28, 1976"
1057,Felice Herrig,"5' 4""",115 lbs.,"65""",Orthodox,"Sep 18, 1984"
1058,Felicia Spencer,"5' 6""",145 lbs.,"68""",Orthodox,"Nov 29, 1990"
1059,Felipe Arantes,"5' 8""",135 lbs.,"73""",Orthodox,"Feb 09, 1988"
1060,Felipe Colares,"5' 9""",135 lbs.,"69""",Orthodox,"Mar 31, 1994"
1061,Felipe Olivieri,"5' 9""",155 lbs.,"72""",Orthodox,"Apr 12, 1985"
1063,Felipe Silva,"6' 0""",155 lbs.,"77""",Orthodox,"May 08, 1984"
1067,Fernando Gonzalez,"5' 9""",170 lbs.,"68""",Southpaw,"Sep 15, 1983"
1068,Filip Pejic,"5' 8""",135 lbs.,"70""",Orthodox,"Jul 21, 1992"
1072,Forrest Griffin,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 16, 1979"
1073,Forrest Petz,"5' 9""",170 lbs.,"71""",Orthodox,"Sep 22, 1975"
1075,Francimar Barroso,"6' 1""",205 lbs.,"75""",Orthodox,"Feb 28, 1980"
1076,Francis Carmont,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 11, 1981"
1077,Francis Ngannou,"6' 4""",250 lbs.,"83""",Orthodox,"Sep 05, 1986"
1080,Francisco Rivera,"5' 8""",135 lbs.,"68""",Orthodox,"Oct 08, 1981"
1081,Francisco Trevino,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 17, 1981"
1082,Francisco Trinaldo,"5' 9""",155 lbs.,"70""",Southpaw,"Aug 24, 1978"
1084,Frank Camacho,"5' 10""",170 lbs.,"73""",Orthodox,"May 18, 1989"
1086,Frank Gomez,"5' 10""",135 lbs.,"67""",Orthodox,"Mar 31, 1986"
1090,Frank Mir,"6' 3""",264 lbs.,"79""",Southpaw,"May 24, 1979"
1092,Frank Trigg,"5' 9""",170 lbs.,"71""",Southpaw,"May 07, 1972"
1093,Frankie Edgar,"5' 6""",145 lbs.,"68""",Orthodox,"Oct 16, 1981"
1094,Frankie Perez,"5' 11""",155 lbs.,"73""",Orthodox,"May 11, 1989"
1095,Frankie Saenz,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 12, 1980"
1098,Fredson Paixao,"5' 6""",145 lbs.,"66""",Orthodox,"May 13, 1979"
1099,Fredy Serrano,"5' 3""",125 lbs.,"65""",Orthodox,"Sep 22, 1979"
1102,Gabriel Benitez,"5' 8""",145 lbs.,"71""",Southpaw,"Jun 15, 1988"
1105,Gabriel Gonzaga,"6' 2""",242 lbs.,"76""",Orthodox,"May 18, 1979"
1110,Gadzhimurad Antigulov,"5' 11""",205 lbs.,"70""",Orthodox,"Feb 09, 1987"
1111,Galore Bofando,"5' 11""",170 lbs.,"72""",Switch,"May 22, 1982"
1114,Garett Whiteley,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 13, 1980"
1115,Garreth McLellan,"6' 1""",185 lbs.,"72""",Southpaw,"Sep 01, 1982"
1116,Garrett Gross,"5' 9""",155 lbs.,"69""",Orthodox,"Aug 08, 1988"
1123,Gasan Umalatov,"5' 11""",170 lbs.,"71""",Orthodox,"Sep 11, 1982"
1125,Gavin Tucker,"5' 6""",145 lbs.,"66""",Southpaw,"Jun 17, 1986"
1126,Geane Herrera,"5' 5""",125 lbs.,"66""",Orthodox,"May 27, 1990"
1127,Gegard Mousasi,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 01, 1985"
1130,Geoff Neal,"5' 11""",170 lbs.,"75""",Southpaw,"Aug 28, 1990"
1134,George Roop,"6' 1""",135 lbs.,"72""",Orthodox,"Nov 10, 1981"
1135,George Sotiropoulos,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 09, 1977"
1137,George Sullivan,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 13, 1981"
1139,Georges St-Pierre,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981"
1141,Gerald Harris,"5' 11""",185 lbs.,"77""",Southpaw,"Nov 19, 1979"
1142,Gerald Meerschaert,"6' 1""",185 lbs.,"77""",Southpaw,"Dec 18, 1987"
1144,Geraldo de Freitas,"5' 9""",135 lbs.,"72""",Orthodox,"Sep 30, 1991"
1146,Germaine de Randamie,"5' 9""",135 lbs.,"71""",Orthodox,"Apr 24, 1984"
1150,Gesias Cavalcante,"5' 8""",155 lbs.,"71""",Orthodox,"Jul 06, 1983"
1153,Gian Villante,"6' 3""",205 lbs.,"76""",Orthodox,"Aug 18, 1985"
1155,Giga Chikadze,"6' 0""",145 lbs.,"72""",Orthodox,"Aug 25, 1988"
1158,Gilbert Burns,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 20, 1986"
1160,Gilbert Melendez,"5' 9""",145 lbs.,"73""",Orthodox,"Apr 12, 1982"
1162,Gilbert Smith,"5' 9""",185 lbs.,"75""",Southpaw,"Oct 19, 1981"
1163,Gilbert Yvel,"6' 2""",225 lbs.,"77""",Orthodox,"Jun 30, 1976"
1167,Gina Mazany,"5' 6""",135 lbs.,"68""",Southpaw,"Aug 19, 1988"
1171,Gleison Tibau,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983"
1173,Glover Teixeira,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979"
1174,Godofredo Pepey,"5' 7""",145 lbs.,"73""",Orthodox,"Jul 02, 1987"
1176,Gokhan Saki,"6' 0""",205 lbs.,"73""",Orthodox,"Oct 19, 1983"
1178,Goran Reljic,"6' 3""",205 lbs.,"81""",Southpaw,"Mar 20, 1984"
1179,Grant Dawson,"5' 10""",145 lbs.,"72""",Switch,"Feb 20, 1994"
1180,Gray Maynard,"5' 9""",155 lbs.,"70""",Orthodox,"May 09, 1979"
1181,Greg Hardy,"6' 5""",265 lbs.,"80""",Orthodox,"Jul 28, 1988"
1184,Greg Rebello,"6' 0""",240 lbs.,"73""",Southpaw,"Jun 13, 1982"
1186,Greg Soto,"5' 11""",170 lbs.,"73""",Orthodox,"Jun 03, 1986"
1189,Gregor Gillespie,"5' 7""",155 lbs.,"71""",Orthodox,"Nov 13, 1986"
1191,Grigorii Popov,"5' 7""",135 lbs.,"68""",Switch,"Apr 18, 1984"
1192,Guido Cannetti,"5' 6""",135 lbs.,"68""",Southpaw,"Dec 19, 1979"
1194,Guilherme Vasconcelos,"6' 0""",185 lbs.,"74""",Orthodox,"Mar 23, 1986"
1196,Gunnar Nelson,"5' 11""",170 lbs.,"72""",Switch,"Jul 28, 1988"
1198,Guto Inocente,"6' 3""",205 lbs.,"77""",Orthodox,"May 29, 1986"
1200,Hacran Dias,"5' 8""",155 lbs.,"69""",Orthodox,"Jun 16, 1984"
1201,Hakeem Dawodu,"5' 8""",145 lbs.,"73""",Orthodox,"Jul 02, 1991"
1203,Hannah Cifers,"5' 1""",115 lbs.,"63""",Orthodox,"Jun 26, 1992"
1204,Hannah Goldy,"5' 4""",115 lbs.,"61""",Orthodox,"May 18, 1992"
1206,Hans Stringer,"6' 3""",205 lbs.,"73""",Orthodox,"Jul 06, 1987"
1210,Hatsu Hioki,"5' 11""",145 lbs.,"70""",Orthodox,"Jul 18, 1983"
1215,Heath Herring,"6' 4""",250 lbs.,"78""",Orthodox,"Mar 02, 1978"
1217,Hector Aldana,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 17, 1988"
1218,Hector Lombard,"5' 9""",185 lbs.,"71""",Southpaw,"Feb 02, 1978"
1220,Hector Sandoval,"5' 2""",125 lbs.,"64""",Orthodox,"Jul 19, 1986"
1221,Hector Urbina,"5' 11""",170 lbs.,"73""",Orthodox,"Sep 17, 1987"
1223,Henrique da Silva,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 01, 1989"
1225,Henry Cejudo,"5' 4""",135 lbs.,"64""",Orthodox,"Feb 09, 1987"
1227,Henry Martinez,"5' 7""",155 lbs.,"68""",Southpaw,"Aug 07, 1983"
1231,Hermes Franca,"5' 6""",155 lbs.,"71""",Orthodox,"Aug 26, 1974"
1232,Hernani Perpetuo,"6' 0""",170 lbs.,"74""",Orthodox,"May 24, 1985"
1240,Hiromitsu Miura,"5' 9""",170 lbs.,"71""",Orthodox,"Sep 22, 1981"
1247,Holly Holm,"5' 8""",145 lbs.,"69""",Southpaw,"Oct 17, 1981"
1251,Houston Alexander,"6' 0""",205 lbs.,"72""",Orthodox,"Mar 22, 1972"
1253,Hu Yaozong,"6' 3""",205 lbs.,"72""",Orthodox,"Apr 07, 1995"
1258,Hugo Viana,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 26, 1982"
1264,Hyun Gyu Lim,"6' 3""",170 lbs.,"77""",Orthodox,"Jan 16, 1985"
1266,Ian Entwistle,"5' 5""",135 lbs.,"64""",Orthodox,"Nov 19, 1986"
1268,Ian Heinisch,"5' 11""",185 lbs.,"72""",Orthodox,"Aug 05, 1988"
1270,Ian McCall,"5' 5""",125 lbs.,"64""",Orthodox,"May 07, 1984"
1277,Igor Araujo,"6' 1""",170 lbs.,"77""",Orthodox,"Dec 06, 1980"
1280,Igor Pokrajac,"6' 0""",205 lbs.,"76""",Orthodox,"Jan 02, 1979"
1284,Ildemar Alcantara,"6' 2""",185 lbs.,"78""",Orthodox,"Nov 18, 1982"
1285,Iliarde Santos,"5' 5""",125 lbs.,"66""",Orthodox,"Sep 25, 1980"
1287,Ilir Latifi,"5' 10""",205 lbs.,"73""",Orthodox,"Jul 28, 1983"
1291,Ion Cutelaba,"6' 1""",205 lbs.,"75""",Southpaw,"Dec 14, 1993"
1294,Irene Aldana,"5' 9""",135 lbs.,"68""",Orthodox,"Mar 26, 1988"
1295,Isaac Vallie-Flagg,"5' 8""",155 lbs.,"68""",Orthodox,"Apr 08, 1978"
1298,Islam Makhachev,"5' 10""",155 lbs.,"70""",Orthodox,"Oct 27, 1991"
1299,Ismail Naurdiev,"5' 10""",170 lbs.,"74""",Orthodox,"Aug 18, 1996"
1300,Israel Adesanya,"6' 4""",185 lbs.,"80""",Switch,"Jul 22, 1989"
1305,Issei Tamura,"5' 5""",135 lbs.,"63""",Orthodox,"Mar 12, 1984"
1306,Iuri Alcantara,"5' 9""",135 lbs.,"71""",Southpaw,"Aug 04, 1980"
1308,Ivan Jorge,"5' 9""",155 lbs.,"73""",Orthodox,"Nov 07, 1980"
1310,Ivan Menjivar,"5' 6""",145 lbs.,"64""",Orthodox,"May 30, 1982"
1313,Ivan Shtyrkov,"6' 0""",205 lbs.,"74""",Orthodox,"Jun 09, 1988"
1316,JC Cottrell,"5' 9""",155 lbs.,"71""",Orthodox,"Nov 04, 1989"
1317,JJ Aldrich,"5' 5""",125 lbs.,"67""",Southpaw,"Sep 29, 1992"
1320,JP Buys,"5' 6""",125 lbs.,"66""",Orthodox,"Apr 30, 1996"
1322,JR Coughran,"5' 6""",145 lbs.,"71""",Orthodox,"May 17, 1994"
1324,Jacare Souza,"6' 1""",185 lbs.,"72""",Orthodox,"Dec 07, 1979"
1325,Jack Hermansson,"6' 1""",185 lbs.,"77""",Orthodox,"Jun 10, 1988"
1326,Jack Marshman,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 19, 1989"
1327,Jack May,"6' 8""",255 lbs.,"79""",Switch,"Apr 14, 1981"
1333,Jacob Kilburn,"5' 9""",145 lbs.,"71""",Orthodox,"Jun 28, 1995"
1336,Jacob Volkmann,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 05, 1980"
1339,Jaime Alvarez,"5' 8""",125 lbs.,"69""",Orthodox,"Mar 08, 1988"
1342,Jairzinho Rozenstruik,"6' 4""",242 lbs.,"78""",Orthodox,"Mar 17, 1988"
1343,Jake Collier,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 25, 1988"
1344,Jake Ellenberger,"5' 9""",170 lbs.,"71""",Orthodox,"Mar 28, 1985"
1345,Jake Hecht,"6' 0""",170 lbs.,"76""",Orthodox,"Feb 09, 1984"
1346,Jake Lindsey,"5' 11""",155 lbs.,"71""",Switch,"Jun 21, 1986"
1347,Jake Matthews,"5' 11""",170 lbs.,"73""",Orthodox,"Aug 19, 1994"
1348,Jake O'Brien,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1984"
1350,Jake Shields,"6' 0""",170 lbs.,"72""",Orthodox,"Jan 09, 1979"
